,0
30762,positive
30763,positive
30764,positive
30765,positive
30766,negative
30767,positive
30768,negative
30769,positive
30770,positive
30771,negative
30772,negative
30773,positive
30774,positive
30775,positive
30776,positive
30777,positive
30778,negative
30779,negative
30780,positive
30781,positive
30782,positive
30783,positive
30784,negative
30785,positive
30786,negative
30787,positive
30788,negative
30789,positive
30790,positive
30791,positive
30792,positive
30793,negative
30794,negative
30795,positive
30796,positive
30797,negative
30798,negative
30799,negative
30800,negative
30801,negative
30802,positive
30803,negative
30804,positive
30805,positive
30806,negative
30807,negative
30808,positive
30809,positive
30810,negative
30811,negative
30812,negative
30813,negative
30814,negative
30815,negative
30816,positive
30817,positive
30818,positive
30819,positive
30820,negative
30821,negative
30822,negative
30823,positive
30824,positive
30825,negative
30826,positive
30827,positive
30828,positive
30829,negative
30830,negative
30831,positive
30832,negative
30833,negative
30834,negative
30835,negative
30836,positive
30837,positive
30838,negative
30839,negative
30840,negative
30841,positive
30842,negative
30843,negative
30844,positive
30845,negative
30846,positive
30847,negative
30848,negative
30849,negative
30850,positive
30851,negative
30852,positive
30853,positive
30854,negative
30855,negative
30856,positive
30857,negative
30858,negative
30859,negative
30860,negative
30861,negative
30862,negative
30863,negative
30864,negative
30865,negative
30866,negative
30867,positive
30868,negative
30869,negative
30870,negative
30871,positive
30872,positive
30873,positive
30874,negative
30875,negative
30876,negative
30877,negative
30878,negative
30879,positive
30880,positive
30881,negative
30882,positive
30883,negative
30884,negative
30885,negative
30886,negative
30887,positive
30888,positive
30889,positive
30890,positive
30891,negative
30892,negative
30893,positive
30894,positive
30895,positive
30896,negative
30897,positive
30898,positive
30899,positive
30900,negative
30901,negative
30902,positive
30903,negative
30904,positive
30905,negative
30906,negative
30907,negative
30908,negative
30909,negative
30910,positive
30911,positive
30912,positive
30913,positive
30914,negative
30915,negative
30916,negative
30917,positive
30918,positive
30919,positive
30920,negative
30921,positive
30922,negative
30923,positive
30924,negative
30925,negative
30926,negative
30927,positive
30928,negative
30929,negative
30930,negative
30931,positive
30932,positive
30933,negative
30934,negative
30935,negative
30936,positive
30937,negative
30938,negative
30939,positive
30940,negative
30941,positive
30942,negative
30943,positive
30944,negative
30945,negative
30946,negative
30947,negative
30948,positive
30949,negative
30950,positive
30951,positive
30952,positive
30953,negative
30954,positive
30955,positive
30956,negative
30957,positive
30958,positive
30959,positive
30960,positive
30961,positive
30962,negative
30963,negative
30964,positive
30965,positive
30966,negative
30967,negative
30968,negative
30969,negative
30970,negative
30971,positive
30972,negative
30973,negative
30974,negative
30975,positive
30976,negative
30977,positive
30978,negative
30979,positive
30980,positive
30981,negative
30982,positive
30983,negative
30984,positive
30985,positive
30986,negative
30987,negative
30988,negative
30989,negative
30990,positive
30991,positive
30992,negative
30993,positive
30994,negative
30995,negative
30996,negative
30997,negative
30998,positive
30999,positive
31000,negative
31001,positive
31002,positive
31003,positive
31004,positive
31005,positive
31006,negative
31007,positive
31008,positive
31009,positive
31010,negative
31011,positive
31012,negative
31013,positive
31014,positive
31015,negative
31016,positive
31017,negative
31018,positive
31019,positive
31020,positive
31021,negative
31022,negative
31023,positive
31024,positive
31025,negative
31026,positive
31027,positive
31028,negative
31029,positive
31030,positive
31031,positive
31032,negative
31033,negative
31034,positive
31035,positive
31036,positive
31037,positive
31038,negative
31039,positive
31040,positive
31041,positive
31042,negative
31043,positive
31044,positive
31045,positive
31046,positive
31047,negative
31048,positive
31049,negative
31050,positive
31051,negative
31052,negative
31053,negative
31054,positive
31055,positive
31056,negative
31057,negative
31058,positive
31059,negative
31060,negative
31061,negative
31062,negative
31063,negative
31064,positive
31065,negative
31066,positive
31067,positive
31068,negative
31069,negative
31070,negative
31071,negative
31072,positive
31073,positive
31074,negative
31075,positive
31076,positive
31077,negative
31078,positive
31079,negative
31080,positive
31081,negative
31082,negative
31083,positive
31084,positive
31085,negative
31086,positive
31087,negative
31088,negative
31089,positive
31090,negative
31091,positive
31092,positive
31093,positive
31094,negative
31095,positive
31096,negative
31097,negative
31098,negative
31099,negative
31100,negative
31101,negative
31102,positive
31103,negative
31104,positive
31105,positive
31106,positive
31107,positive
31108,positive
31109,negative
31110,positive
31111,positive
31112,negative
31113,positive
31114,negative
31115,positive
31116,negative
31117,positive
31118,negative
31119,negative
31120,negative
31121,positive
31122,negative
31123,positive
31124,negative
31125,negative
31126,negative
31127,positive
31128,negative
31129,negative
31130,negative
31131,positive
31132,negative
31133,negative
31134,negative
31135,positive
31136,negative
31137,negative
31138,positive
31139,negative
31140,negative
31141,negative
31142,positive
31143,positive
31144,negative
31145,negative
31146,negative
31147,positive
31148,positive
31149,negative
31150,positive
31151,positive
31152,positive
31153,positive
31154,negative
31155,positive
31156,positive
31157,positive
31158,positive
31159,positive
31160,positive
31161,negative
31162,positive
31163,positive
31164,negative
31165,negative
31166,positive
31167,positive
31168,positive
31169,positive
31170,negative
31171,negative
31172,negative
31173,positive
31174,positive
31175,positive
31176,positive
31177,negative
31178,negative
31179,negative
31180,negative
31181,negative
31182,negative
31183,negative
31184,positive
31185,negative
31186,negative
31187,negative
31188,negative
31189,negative
31190,positive
31191,positive
31192,negative
31193,negative
31194,negative
31195,negative
31196,positive
31197,positive
31198,negative
31199,positive
31200,negative
31201,positive
31202,positive
31203,positive
31204,positive
31205,positive
31206,positive
31207,negative
31208,negative
31209,positive
31210,positive
31211,negative
31212,positive
31213,negative
31214,negative
31215,positive
31216,negative
31217,positive
31218,negative
31219,positive
31220,negative
31221,negative
31222,negative
31223,positive
31224,negative
31225,positive
31226,negative
31227,negative
31228,positive
31229,negative
31230,negative
31231,positive
31232,positive
31233,negative
31234,negative
31235,negative
31236,positive
31237,positive
31238,negative
31239,negative
31240,positive
31241,positive
31242,positive
31243,positive
31244,negative
31245,positive
31246,positive
31247,negative
31248,negative
31249,negative
31250,negative
31251,positive
31252,negative
31253,negative
31254,negative
31255,positive
31256,negative
31257,positive
31258,positive
31259,negative
31260,negative
31261,negative
31262,negative
31263,positive
31264,negative
31265,positive
31266,positive
31267,positive
31268,positive
31269,positive
31270,negative
31271,negative
31272,negative
31273,positive
31274,positive
31275,negative
31276,positive
31277,positive
31278,positive
31279,positive
31280,positive
31281,positive
31282,positive
31283,negative
31284,negative
31285,negative
31286,negative
31287,positive
31288,negative
31289,negative
31290,negative
31291,negative
31292,negative
31293,positive
31294,negative
31295,positive
31296,positive
31297,negative
31298,positive
31299,negative
31300,positive
31301,positive
31302,positive
31303,negative
31304,positive
31305,positive
31306,negative
31307,negative
31308,positive
31309,positive
31310,positive
31311,positive
31312,positive
31313,positive
31314,positive
31315,negative
31316,negative
31317,negative
31318,positive
31319,negative
31320,negative
31321,positive
31322,negative
31323,negative
31324,negative
31325,negative
31326,positive
31327,positive
31328,positive
31329,positive
31330,positive
31331,negative
31332,positive
31333,positive
31334,positive
31335,positive
31336,positive
31337,positive
31338,negative
31339,positive
31340,positive
31341,negative
31342,negative
31343,negative
31344,negative
31345,positive
31346,negative
31347,positive
31348,positive
31349,positive
31350,negative
31351,positive
31352,positive
31353,negative
31354,positive
31355,positive
31356,positive
31357,positive
31358,negative
31359,negative
31360,negative
31361,positive
31362,positive
31363,negative
31364,negative
31365,positive
31366,positive
31367,positive
31368,positive
31369,negative
31370,negative
31371,positive
31372,negative
31373,negative
31374,positive
31375,negative
31376,negative
31377,positive
31378,positive
31379,negative
31380,negative
31381,negative
31382,negative
31383,negative
31384,negative
31385,negative
31386,positive
31387,negative
31388,negative
31389,negative
31390,negative
31391,positive
31392,positive
31393,negative
31394,negative
31395,positive
31396,negative
31397,negative
31398,negative
31399,negative
31400,negative
31401,negative
31402,positive
31403,positive
31404,negative
31405,negative
31406,negative
31407,negative
31408,positive
31409,negative
31410,positive
31411,negative
31412,negative
31413,positive
31414,negative
31415,positive
31416,negative
31417,positive
31418,positive
31419,positive
31420,positive
31421,positive
31422,positive
31423,negative
31424,negative
31425,negative
31426,negative
31427,negative
31428,positive
31429,positive
